record.license_url	count
https://opendatacommons.org/licenses/odbl/	24
http://creativecommons.org/licenses/by/3.0/nz	24
https://creativecommons.org/licenses/by-sa/3.0/	25
http://opendatacommons.org/licenses/odbl/1.0/	25
https://www.nvbw.de/aufgaben/digitale-mobilitaet/lizenz/	25
http://http://portal.opendata.dk/dataset/660c384a-1990-4ade-880d-da729a79f80e/resource/14468d82-fa0a-4edd-ac07-b7fa7a1f40b0/download/Odenselicensodd.pdf	27
http://creativecommons.org/publicdomain/zero/1.0/	29
http://creativecommons.org/licenses/by-nd/4.0/deed	29
https://resources.aurin.org.au/legal/DL-APM-2.pdf	33
http://creativecommons.org/licenses/by-nd/4.0	35
https://data.norge.no/nlod/no	35
http://opingogn.is/pages/notkunarleidbeiningar	36
https://creativecommons.org/licenses/by-nc-sa/3.0/igo/	39
https://resources.aurin.org.au/legal/DL-AEDC.pdf	40
https://opendata.gov.je/pages/open-government-licence-jersey-ogl-j-v1-0	40
http://creativecommons.org/licenses/by-sa/4.0/deed.nl	41
http://creativecommons.org/licenses/by-sa/3.0/es/	41
https://opendefinition.org/licenses/against-drm	42
https://opendefinition.org/licenses/cc-by-sa/	44
https://creativecommons.org/licenses/by-nd/3.0/nz/	45
http://data.open.guelph.ca/pages/open-government-licence	49
https://creativecommons.org/licenses/by/4.0/deed	52
https://creativecommons.org/licenses/by-nc/3.0/	55
http://www.dati.gov.it/content/italian-open-data-license-v20	55
https://www.ris.bka.gv.at/Dokument.wxe?Abfrage=Bundesnormen&Dokumentnummer=NOR12024408&ResultFunctionToken=a35ee95a-152f-4b8a-9450-88462c6d1a33&Position=1&Kundmachungsorgan=&Index=&Titel=&Gesetzesnummer=&VonArtikel=&BisArtikel=&VonParagraf=7&BisParagraf=7&VonAnlage=&BisAnlage=&Typ=&Kundmachungsnummer=&Unterzeichnungsdatum=&FassungVom=30.03.2016&VonInkrafttretedatum=&BisInkrafttretedatum=&VonAusserkrafttretedatum=&BisAusserkrafttretedatum=&NormabschnittnummerKombination=Und&ImRisSeit=Undefined&ResultPageSize=100	57
https://www.ontario.ca/page/copyright-information	57
https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/	60
https://www.gov.je/ServiceManual/opendata/Pages/open-government-licence-jersey-ogl-j-v1-0.aspx	61
http://standaarden.overheid.nl/owms/terms/geslotenlicentie	62
https://www.statcan.gc.ca/eng/reference/licence	66
https://creativecommons.org/publicdomain/mark/1.0/	67
https://creativecommons.org/licenses/by-sa/4.0/deed.es_ES	69
https://creativecommons.org/licenses/by-nc/4.0	71
https://creativecommons.org/licenses/by/3.0/igo	85
https://creativecommons.org/licenses/by-sa/4.0/legalcode	85
https://opendata.gov.nl.ca/public/opendata/page/?page-id=licence	86
https://data.norge.no/nlod/no/2.0/	89
https://creativecommons.org/licenses/by-nc-sa/4.0/legalcode	89
https://www.govdata.de/dl-de/by-1-0	94
http://www.odaa.dk/base/image/Vilk%C3%A5r%20for%20brug%20af%20danske%20offentlige%20data%20-%20Aarhus%20Kommune.%20docx.pdf	99
http://creativecommons.org/publicdomain/zero/1.0/deed.it	109
http://opendatacommons.org/licenses/odbl/summary/	112
https://creativecommons.org/licenses/by-nc-nd/4.0/	118
http://www.snb.ca/e/2000/data-E.html	124
https://www.gov.nt.ca/en/open-government-licence-northwest-territories	127
https://datos.canarias.es/portal/aviso-legal-y-condiciones-de-uso	129
http://fr.data.gov.tn/licence/licence-datagovtn/38-licence-d-ouverture-des-donn%C3%A9es.htm	136
https://www.princeedwardisland.ca/en/information/finance/open-government-licence-prince-edward-island	139
https://creativecommons.org/licenses/by-nc/4.0/deed.nl	150
	152
http://datosabiertos.laspalmasgc.es/condiciones-de-reutilizacion/	154
http://www.opendefinition.org/licenses/gfdl	156
http://acikveri.bizizmir.com/tr/license	182
https://manitoba.ca/asset_library/en/legal/OpenMB-Information-Data-Use-Licence.pdf	183
https://www.wsl.ch/en/about-wsl/programmes-and-initiatives/envidat.html	200
https://opendata.muenchen.de/pages/nutzungsbedingungen	214
https://creativecommons.org/licenses/by/4.0/deed.ja	218
http://data.industrie.gov.tn/licence	241
https://opendefinition.org/licenses/odc-odbl	258
https://creativecommons.org/licenses/by-nc/4.0/	288
https://data.ibb.gov.tr/license	289
http://www.opensource.org/licenses/AFL-3.0	311
https://creativecommons.org/licenses/by-nc-sa/4.0/	330
http://portal.opendata.dk/dataset/open-data-dk-licens	388
/pages/open-government-licence-surrey	402
https://www.etalab.gouv.fr/licence-ouverte-open-licence/	425
https://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/	512
http://creativecommons.org/publicdomain/zero/1.0/deed	527
https://www2.gov.bc.ca/gov/content/data/open-data/open-government-licence-bc	564
https://creativecommons.org/licenses/by/2.1/jp/	567
https://opendefinition.org/licenses/cc-by/	629
https://creativecommons.org/licenses/by-nc-sa/3.0/au/	675
http://creativecommons.org/licenses/by-sa/3.0/gr/	693
https://creativecommons.org/publicdomain/zero/1.0/legalcode.lv	694
https://gisappl.saskatchewan.ca/Html5Ext/Resources/GOS_Standard_Unrestricted_Use_Data_Licence_v2.0.pdf	712
http://data.gov.hr/otvorena-dozvola	775
https://novascotia.ca/opendata/licence.asp	778
https://creativecommons.org/licenses/by/3.0/au/	815
https://creativecommons.org/licenses/by/3.0/	847
http://creativecommons.org/licenses/by/3.0/de/	901
https://creativecommons.org/licenses/by/4.0	998
https://creativecommons.org/publicdomain/zero/1.0/	1041
http://creativecommons.org/licenses/by-sa/4.0/	1063
http://standaarden.overheid.nl/owms/terms/licentieonbekend	1118
https://open.yukon.ca/open-government-licence-yukon	1131
https://www.donneesquebec.ca/fr/licence/	1311
https://www.donneesquebec.ca/fr/licence/#cc-by	1318
https://www2.gov.bc.ca/gov/content?id=1AAACC9C65754E4D89A118B875E0FBDA	1445
https://pacific-data.sprep.org/dataset/data-portal-license-agreements/resource/de2a56f5-a565-481a-8589-406dc40b5588	1532
https://www2.gov.bc.ca/gov/content?id=A519A56BC2BF44E4A008B33FCF527F61	1603
https://www.ontario.ca/page/open-government-licence-ontario	1675
https://data.gov.ro/pages/licence	1705
https://www.etalab.gouv.fr/licence-ouverte-open-licence	1706
https://creativecommons.org/licenses/by/3.0/at/deed.de	1820
https://data.gov.tw/license	1907
http://creativecommons.org/licenses/by/4.0/	1983
https://creativecommons.org/licenses/by-nc-sa/3.0/igo	1997
https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/sites/agencia-gobierno-electronico-sociedad-informacion-conocimiento/files/documentos/publicaciones/licencia_de_datos_abiertos_0.pdf	2365
/nolicence	2833
https://www.govdata.de/dl-de/zero-2-0	2931
http://creativecommons.org/licenses/by/3.0/au/	3149
http://creativecommons.org/publicdomain/mark/1.0/deed.nl	3292
http://creativecommons.org/licenses/by/3.0/igo/legalcode	3303
https://www.govdata.de/dl-de/by-2-0	3342
http://data.gov.tw/principle	3604
https://kings-printer.alberta.ca/copyright.cfm	3890
http://creativecommons.org/publicdomain/zero/1.0/deed.nl	4190
http://creativecommons.org/licenses/by/2.5/au/	4588
http://creativecommons.org/licenses/by/4.0	4666
http://www.opendefinition.org/licenses/cc-by-sa	5830
http://www.opendefinition.org/licenses/odc-pddl	6104
http://creativecommons.org/licenses/by/4.0/deed.it	6421
http://creativecommons.org/licenses/by/4.0/deed.nl	7104
https://open.canada.ca/en/open-government-licence-canada	7510
https://creativecommons.org/licenses/by/3.0/nz/	8332
http://www.opendefinition.org/licenses/odc-odbl	8945
http://www.opendefinition.org/licenses/cc-zero	12969
http://creativecommons.org/licenses/by-nc/2.0/	14106
http://open.canada.ca/en/open-government-licence-canada	20583
https://open.alberta.ca/licence	24694
https://creativecommons.org/licenses/by/4.0/deed.de	36886
http://www.opendefinition.org/licenses/odc-by	40389
http://www.nationalarchives.gov.uk/doc/non-commercial-government-licence/non-commercial-government-licence.htm	42616
https://creativecommons.org/licenses/by-sa/4.0/	52552
http://reference.data.gov.uk/id/open-government-licence	53970
https://creativecommons.org/licenses/by/4.0/	61151
http://www.govdata.de/dl-de/by-2-0	196468
http://www.opendefinition.org/licenses/cc-by	401627
