record.license_id	count
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), Australian Government Department of the Environment - Commonwealth Environmental Water Office (CEWO), (c) Commonwealth of Australia (Department of the Environment) 2014, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia 2014, (c) State of Queensland 2014, (c) State of Queensland (Office of Groundwater Impact Assessment), (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2013, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Australian Heritage Council, Australian Government Department of the Environment, (c) State of New South Wales (Office of Water), (c)BirdLife Australia 2005-2007, (c) State of Queensland, (c) Commonwealth of Australia (Department of the Environment), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Commonwealth of Australia (Department of the Environment) 2013, (c) State of Queensland (Department of Environment and Heritage Protection) 2014, (c)Murray-Darling Basin Authority.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), State of Victoria, (c) The Office of Minerals and Energy, State Electricity Commission of Victoria	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Commonwealth of Australia (Australian Bureau of Statistics)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria (Department of Environment and Primary Industries), (c) Commonwealth of Australia (Department of the Environment) 2014, (c) West Gippsland Catchment Management Authority, (c) Commonwealth of Australia (Bureau of Meteorology), (c) State of Victoria (Department of Environment, Land, Water and Planning), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Victoria, (c) Southern Rural Water 2015, (c) Commonwealth of Australia (Department of the Environment) 2013, (c) Australian Heritage Council, Australian Government Department of the Environment, (c) Commonwealth of Australia (Department of the Environment), (c)BirdLife Australia 2005-2007, (c) State of Victoria (Department of Environment and Primary Industries) 2015, (c) Commonwealth of Australia (Department of the Environment) 2015	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) State of Victoria (Department of Environment and Primary Industries) 2015	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Australian Bureau of Statistics)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013	1
Other open access licence	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Queensland Department of State Development, Infrastructure and Planning, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Commonwealth of Australia (Geoscience Australia) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) CSIRO 2011, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Queensland 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy), (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia), (c) FROGTECH, (c) Commonwealth of Australia (Geoscience Australia) 2013	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia), (c) FROGTECH, (c) Commonwealth of Australia (Geoscience Australia) 2013	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Department of Sustainability, Environment, Water, Population and Communities	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), Australian Government Department of the Environment - Commonwealth Environmental Water Office (CEWO), (c) Commonwealth of Australia (Department of the Environment) 2014, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Australian Heritage Council, Australian Government Department of the Environment, (c) State of New South Wales (Office of Water), (c)BirdLife Australia 2005-2007, (c) Commonwealth of Australia (Department of the Environment), (c) Commonwealth of Australia (Geoscience Australia) 2013, (c)Murray-Darling Basin Authority.	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, Australian Government Department of the Environment - Commonwealth Environmental Water Office (CEWO)	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, Chen Y, SM Cuddy, LE Merrin, C Huang, D Pollock, N Sims, B Wang and Q Bai (2012). Murray-Darling Basin Floodplain Inundation Model Version 2.0 (MDB-FIM2). Technical report. CSIRO Water for a Healthy Country Flagship, Australia.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines)	1
Data freely available elsewhere.	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) State of New South Wales (Water Resource Commission).	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) New South Wales Department of Primary Industries	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) CSIRO 2015	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Commonwealth of Australia (Bureau of Meteorology), (c) State of New South Wales (Office of Water)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), Australian Government Department of the Environment - Commonwealth Environmental Water Office (CEWO), (c) Commonwealth of Australia (Department of the Environment) 2014, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Australian Heritage Council, Australian Government Department of the Environment, (c)BirdLife Australia 2005-2007, (c) State of Queensland, (c) Commonwealth of Australia (Department of the Environment), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Commonwealth of Australia (Department of the Environment) 2013, (c) State of Queensland (Department of Environment and Heritage Protection) 2014, (c) State of Queensland 2014, (c)Murray-Darling Basin Authority., (c) Commonwealth of Australia (Department of the Environment) 2015	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia), (c) FROGTECH, (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2012	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology), (c) State of New South Wales (Office of Water)	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) State of Queensland (Department of Science, Information Technology and Innovation) 2015	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland 2014, (c) CSIRO 2011, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Department of Sustainability, Environment, Water, Population and Communities	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland 2014, (c) CSIRO 2011, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) Commonwealth of Australia (Geoscience Australia) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia), (c) FROGTECH, (c) Commonwealth of Australia (Bureau of Meteorology) 2012	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2013	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) State of Queensland (Department of Natural Resources and Mines) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) CSIRO 2011, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Queensland 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2014	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) RPS Australia Asia Pacific	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) Commonwealth of Australia (Geoscience Australia), (c) FROGTECH, (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) CSIRO, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Geoscience Australia) 2012	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Geological Society of Australia	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines), (c) Queensland Department of State Development, Infrastructure and Planning, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) RPS Australia Asia Pacific	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Geological Survey of Queensland, (c) FROGTECH	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Geological Survey of Queensland	1
Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International (CC BY-NC-ND 4.0), http://creativecommons.org/licenses/by-nc-nd/4.0/, (c) Geological Society of Australia	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Geological Survey of Queensland, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia), (c) FROGTECH, (c) Commonwealth of Australia (Geoscience Australia) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) Commonwealth of Australia (Geoscience Australia), (c) FROGTECH, (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) CSIRO	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) Geological Survey of Queensland, (c) State of Queensland (Department of Natural Resources and Mines)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Geoscience Australia), (c) FROGTECH	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia 2014, (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia 2014, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) Strike Energy Limited.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Commonwealth of Australia (Department of the Environment), (c) Geological Survey of Queensland, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, Sourced on 7 September 2014, http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) CSIRO 2011, (c) Crown in right of the state of South Australia, DEWNR, (c) State of Queensland (Department of Science, Information Technology, Innovation and the Arts) 2014, (c) Commonwealth of Australia (Department of the Environment) 2014, (c) Commonwealth of Australia (Bureau of Meteorology), (c) Australian Heritage Council, Australian Government Department of the Environment, (c)BirdLife Australia 2005-2007, (c) State of Queensland, (c) Commonwealth of Australia (Geoscience Australia) 2013, (c) State of Queensland (Department of Environment and Heritage Protection) 2014, (c) State of Queensland (Department of Natural Resources and Mines), (c) Commonwealth of Australia (Department of the Environment) 2015, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Geoscience Australia) 2012, (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy)	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Department of State Development, South Australia, SARIG Map Layers - Petroleum Exploration Tenements, Expired Petroleum Exploration Licences, sourced on 17 March 2015, https://data.sa.gov.au/dataset/549f8969-8809-45d3-862b-5112b6908c16	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) Strike Energy Limited.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Queensland (Department of Natural Resources and Mines) 2015, (c) State of Queensland (Department of Natural Resources and Mines) 2014, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2013), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) The Department for Manufacturing, Innovation, Trade, Resources and Energy, the Government of South Australia, Geoscientific Data, (Sourced in 2015), http://www.minerals.dmitre.sa.gov.au/geological_survey_of_sa/data, (c) State of Queensland (Department of Natural Resources and Mines) 2012, (c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Queensland, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Crown in right of the state of South Australia, DEWNR	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of South Australia (Department for Manufacturing, Innovation, Trade, Resources and Energy)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) CSIRO 2011	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria, (c) CSIRO	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria, (c) Commonwealth of Australia (Bureau of Meteorology) 2014	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) CSIRO, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) State of Victoria	1
Open access licence for partial publications from the NSW Department of Mineral Resources 1995. The whole works can not be reproduced without permission.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology) 2014, (c)NSW Department of Industry, Resources and Energy Division, (c) Commonwealth of Australia (Geoscience Australia)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria (Department of Environment, Land, Water and Planning), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Victoria	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) State of Victoria, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of Victoria (Department of Environment, Land, Water and Planning)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) State of Victoria	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) State of New South Wales (Office of Water), (c) Commonwealth of Australia 2014, (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Bureau of Meteorology) 2014, (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) Commonwealth of Australia (Geoscience Australia)	1
Creative Commons Attribution 3.0 Australia, http://creativecommons.org/licenses/by/3.0/au/, (c) NSW Department of Planning and Infrastructure	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) R.W. Corkery & Co Pty Limited.	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) NSW Department of Planning and Infrastructure	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), (c) Commonwealth of Australia (Geoscience Australia) 2014, (c) Office of Environment and Heritage NSW, (c) Commonwealth of Australia 2013, (c) Commonwealth of Australia (Bureau of Meteorology) 2012, (c) State of New South Wales (Office of Water)	1
Creative Commons Attribution 4.0 International, http://creativecommons.org/licenses/by/4.0/, (c) Commonwealth of Australia (Bioregional Assessment Programme http://www.bioregionalassessments.gov.au), National soil data provided by the Australian Collaborative Land Evaluation Program ACLEP, endorsed through the National Committee on Soil and Terrain NCST (www.clw.csiro.au/aclep), Australian Soil Resource Information System (ASRIS), Commonwealth Scientific and Industrial Research Organisation	1
